[1] Полевая кухня: Лесный кусок -> Лесный кусок x2 | Станция: kitchen | Уровень: 1 | Нужно: Вода x2, Малина x1
[173] Лисья алхимия: Большая настойка -> Большая настойка x1 | Станция: alchemy | Уровень: 7 | Нужно: Шероховатый клык x2, Буревой нить x3, Пряный пирог x1
[174] Лисья алхимия: Точная сыворотка -> Точная сыворотка x1 | Станция: alchemy | Уровень: 7 | Нужно: Чистый кристалл x3, Дикяя пыль x1, Сочная похлёбка x1
[175] Лисья алхимия: Яростная эссенция -> Яростная эссенция x1 | Станция: alchemy | Уровень: 7 | Нужно: Лунная пластина x2, Сырой камень x2, Тёплый шашлык x1
[176] Лисья алхимия: Лёгкая капсула -> Лёгкая капсула x1 | Станция: alchemy | Уровень: 7 | Нужно: Янтарный шкура x3, Крепкий корень x3, Ягодный сок x1
[177] Лисья алхимия: Твёрдая микстура жизни -> Твёрдая микстура жизни x1 | Станция: alchemy | Уровень: 8 | Нужно: Буревой нить x2, Сухой лист x1, Грибной кусок x1
[178] Лисья алхимия: Удачливая микстура энергии -> Удачливая микстура энергии x1 | Станция: alchemy | Уровень: 8 | Нужно: Дикяя пыль x3, Тонкий слиток x2, Речной рулет x1
[179] Лисья алхимия: Теневая настойка -> Теневая настойка x1 | Станция: alchemy | Уровень: 8 | Нужно: Сырой камень x2, Шероховатый клык x3, Теневой пирог x1
[180] Лисья алхимия: Временная сыворотка -> Временная сыворотка x1 | Станция: alchemy | Уровень: 8 | Нужно: Крепкий корень x3, Чистый кристалл x1, Янтарная похлёбка x1
[181] Лисья алхимия: Малая эссенция -> Малая эссенция x1 | Станция: alchemy | Уровень: 8 | Нужно: Сухой лист x2, Лунная пластина x2, Лесный шашлык x1
[182] Лисья алхимия: Средняя капсула -> Средняя капсула x1 | Станция: alchemy | Уровень: 8 | Нужно: Тонкий слиток x3, Янтарный шкура x3, Дымный сок x1
[183] Лисья алхимия: Большая микстура жизни -> Большая микстура жизни x1 | Станция: alchemy | Уровень: 9 | Нужно: Шероховатый клык x2, Буревой нить x1, Пряный кусок x1
[184] Лисья алхимия: Точная микстура энергии -> Точная микстура энергии x1 | Станция: alchemy | Уровень: 9 | Нужно: Чистый кристалл x3, Дикяя пыль x2, Сочный рулет x1
[185] Лисья алхимия: Яростная настойка -> Яростная настойка x1 | Станция: alchemy | Уровень: 9 | Нужно: Лунная пластина x2, Сырой камень x3, Тёплый пирог x1
[186] Лисья алхимия: Лёгкая сыворотка -> Лёгкая сыворотка x1 | Станция: alchemy | Уровень: 9 | Нужно: Янтарный шкура x3, Крепкий корень x1, Ягодная похлёбка x1
[187] Лисья алхимия: Твёрдая эссенция -> Твёрдая эссенция x1 | Станция: alchemy | Уровень: 9 | Нужно: Буревой нить x2, Сухой лист x2, Грибной шашлык x1
[188] Лисья алхимия: Удачливая капсула -> Удачливая капсула x1 | Станция: alchemy | Уровень: 9 | Нужно: Дикяя пыль x3, Тонкий слиток x3, Речной сок x1
[189] Лисья алхимия: Теневая микстура жизни -> Теневая микстура жизни x1 | Станция: alchemy | Уровень: 10 | Нужно: Сырой камень x2, Шероховатый клык x1, Теневой кусок x1
[190] Лисья алхимия: Временная микстура энергии -> Временная микстура энергии x1 | Станция: alchemy | Уровень: 10 | Нужно: Крепкий корень x3, Чистый кристалл x2, Янтарный рулет x1
[191] Лисья алхимия: Малая настойка -> Малая настойка x1 | Станция: alchemy | Уровень: 10 | Нужно: Сухой лист x2, Лунная пластина x3, Лесный пирог x1
[192] Лисья алхимия: Средняя сыворотка -> Средняя сыворотка x1 | Станция: alchemy | Уровень: 10 | Нужно: Тонкий слиток x3, Янтарный шкура x1, Дымная похлёбка x1
[193] Лисья алхимия: Большая эссенция -> Большая эссенция x1 | Станция: alchemy | Уровень: 10 | Нужно: Шероховатый клык x2, Буревой нить x2, Пряный шашлык x1
[194] Лисья алхимия: Точная капсула -> Точная капсула x1 | Станция: alchemy | Уровень: 10 | Нужно: Чистый кристалл x3, Дикяя пыль x3, Сочный сок x1
[195] Лисья алхимия: Яростная микстура жизни -> Яростная микстура жизни x1 | Станция: alchemy | Уровень: 11 | Нужно: Лунная пластина x2, Сырой камень x1, Тёплый кусок x1
[196] Лисья алхимия: Лёгкая микстура энергии -> Лёгкая микстура энергии x1 | Станция: alchemy | Уровень: 11 | Нужно: Янтарный шкура x3, Крепкий корень x2, Ягодный рулет x1
[197] Лисья алхимия: Твёрдая настойка -> Твёрдая настойка x1 | Станция: alchemy | Уровень: 11 | Нужно: Буревой нить x2, Сухой лист x3, Грибной пирог x1
[198] Лисья алхимия: Удачливая сыворотка -> Удачливая сыворотка x1 | Станция: alchemy | Уровень: 11 | Нужно: Дикяя пыль x3, Тонкий слиток x1, Речная похлёбка x1
[199] Лисья алхимия: Теневая эссенция -> Теневая эссенция x1 | Станция: alchemy | Уровень: 11 | Нужно: Сырой камень x2, Шероховатый клык x2, Теневой шашлык x1
[200] Лисья алхимия: Временная капсула -> Временная капсула x1 | Станция: alchemy | Уровень: 11 | Нужно: Крепкий корень x3, Чистый кристалл x3, Янтарный сок x1
[201] Лисья алхимия: Вихревой эликсир №1 -> Вихревой эликсир №1 x1 | Станция: alchemy | Уровень: 12 | Нужно: Сухой лист x2, Лунная пластина x1, Сытный суп №1 x1
[202] Лисья алхимия: Крепкий концентрат №2 -> Крепкий концентрат №2 x1 | Станция: alchemy | Уровень: 12 | Нужно: Тонкий слиток x3, Янтарный шкура x2, Пикантный рагу №2 x1
[203] Лисья алхимия: Точный напиток №3 -> Точный напиток №3 x1 | Станция: alchemy | Уровень: 12 | Нужно: Шероховатый клык x2, Буревой нить x3, Копчёный пирог №3 x1
[204] Лисья алхимия: Тёплый раствор №4 -> Тёплый раствор №4 x1 | Станция: alchemy | Уровень: 12 | Нужно: Чистый кристалл x3, Дикяя пыль x1, Янтарный десерт №4 x1
[205] Лисья алхимия: Ледяной тоник №5 -> Ледяной тоник №5 x1 | Станция: alchemy | Уровень: 12 | Нужно: Лунная пластина x2, Сырой камень x2, Травяной батончик №5 x1
[206] Лисья алхимия: Лунный экстракт №6 -> Лунный экстракт №6 x1 | Станция: alchemy | Уровень: 12 | Нужно: Янтарный шкура x3, Крепкий корень x3, Пряный настой №6 x1
[207] Лисья алхимия: Острый порошок №7 -> Острый порошок №7 x1 | Станция: alchemy | Уровень: 13 | Нужно: Буревой нить x2, Сухой лист x1, Лунный сухпаёк №7 x1
[208] Лисья алхимия: Царский настой №8 -> Царский настой №8 x1 | Станция: alchemy | Уровень: 13 | Нужно: Дикяя пыль x3, Тонкий слиток x2, Грозовой пай №8 x1
[209] Лисья алхимия: Сумрачный бальзам №9 -> Сумрачный бальзам №9 x1 | Станция: alchemy | Уровень: 13 | Нужно: Сырой камень x2, Шероховатый клык x3, Тёплый желе №9 x1
[210] Лисья алхимия: Рассветный состав №10 -> Рассветный состав №10 x1 | Станция: alchemy | Уровень: 13 | Нужно: Крепкий корень x3, Чистый кристалл x1, Охотничий салат №10 x1
[211] Тотемный свиток: Свиток силы -> Свиток силы x1 | Станция: scribe | Уровень: 4 | Нужно: Гриб x2, Кожа x1, Черновой рецепт #1 x1
[212] Тотемный свиток: Печать скорости -> Печать скорости x1 | Станция: scribe | Уровень: 4 | Нужно: Малина x3, Железная руда x2, Редкий свиток рецепта #2 x1
[213] Тотемный свиток: Грамота защиты -> Грамота защиты x1 | Станция: scribe | Уровень: 4 | Нужно: Трава x4, Кристалл x1, Старинный чертёж #3 x1
[214] Тотемный свиток: Хартия удачи -> Хартия удачи x1 | Станция: scribe | Уровень: 4 | Нужно: Перо x2, Клык x2, Охотничий манускрипт #4 x1
[215] Тотемный свиток: Знак мастерства -> Знак мастерства x1 | Станция: scribe | Уровень: 4 | Нужно: Кость x3, Толстая шкура x1, Кузнечный кодекс #5 x1
[216] Тотемный свиток: Руна ремесла -> Руна ремесла x1 | Станция: scribe | Уровень: 5 | Нужно: Кожа x4, Сталь x2, Алхимический рецепт #6 x1
[217] Тотемный свиток: Свиток воровства -> Свиток воровства x1 | Станция: scribe | Уровень: 5 | Нужно: Железная руда x2, Янтарь x1, Лунный свиток рецепта #7 x1
[218] Тотемный свиток: Печать шпионажа -> Печать шпионажа x1 | Станция: scribe | Уровень: 5 | Нужно: Кристалл x3, Лунная пыль x2, Буревой чертёж #8 x1
[219] Тотемный свиток: Грамота обмена -> Грамота обмена x1 | Станция: scribe | Уровень: 5 | Нужно: Клык x4, Пластина титана x1, Тотемный манускрипт #9 x1
[220] Тотемный свиток: Хартия перерождения -> Хартия перерождения x1 | Станция: scribe | Уровень: 5 | Нужно: Толстая шкура x2, Сердце бури x2, Тайный кодекс #10 x1
[221] Тотемный свиток: Знак силы -> Знак силы x1 | Станция: scribe | Уровень: 6 | Нужно: Сталь x3, Слеза луны x1, Черновой рецепт #11 x1
[222] Тотемный свиток: Руна скорости -> Руна скорости x1 | Станция: scribe | Уровень: 6 | Нужно: Янтарь x4, Сырой камень x2, Редкий свиток рецепта #12 x1
[223] Тотемный свиток: Свиток защиты -> Свиток защиты x1 | Станция: scribe | Уровень: 6 | Нужно: Лунная пыль x2, Крепкий корень x1, Старинный чертёж #13 x1
[224] Тотемный свиток: Печать удачи -> Печать удачи x1 | Станция: scribe | Уровень: 6 | Нужно: Пластина титана x3, Сухой лист x2, Охотничий манускрипт #14 x1
[225] Тотемный свиток: Грамота мастерства -> Грамота мастерства x1 | Станция: scribe | Уровень: 6 | Нужно: Сердце бури x4, Тонкий слиток x1, Кузнечный кодекс #15 x1
[226] Тотемный свиток: Хартия ремесла -> Хартия ремесла x1 | Станция: scribe | Уровень: 7 | Нужно: Слеза луны x2, Шероховатый клык x2, Алхимический рецепт #16 x1
[227] Тотемный свиток: Знак воровства -> Знак воровства x1 | Станция: scribe | Уровень: 7 | Нужно: Сырой камень x3, Чистый кристалл x1, Лунный свиток рецепта #17 x1
[228] Тотемный свиток: Руна шпионажа -> Руна шпионажа x1 | Станция: scribe | Уровень: 7 | Нужно: Крепкий корень x4, Лунная пластина x2, Буревой чертёж #18 x1
[229] Тотемный свиток: Свиток обмена -> Свиток обмена x1 | Станция: scribe | Уровень: 7 | Нужно: Сухой лист x2, Янтарный шкура x1, Тотемный манускрипт #19 x1
[230] Тотемный свиток: Печать перерождения -> Печать перерождения x1 | Станция: scribe | Уровень: 7 | Нужно: Тонкий слиток x3, Буревой нить x2, Тайный кодекс #20 x1
[231] Тотемный свиток: Грамота силы -> Грамота силы x1 | Станция: scribe | Уровень: 8 | Нужно: Шероховатый клык x4, Дикяя пыль x1, Черновой рецепт #21 x1
[232] Тотемный свиток: Хартия скорости -> Хартия скорости x1 | Станция: scribe | Уровень: 8 | Нужно: Чистый кристалл x2, Сырой камень x2, Редкий свиток рецепта #22 x1
[233] Тотемный свиток: Знак защиты -> Знак защиты x1 | Станция: scribe | Уровень: 8 | Нужно: Лунная пластина x3, Крепкий корень x1, Старинный чертёж #23 x1
[234] Тотемный свиток: Руна удачи -> Руна удачи x1 | Станция: scribe | Уровень: 8 | Нужно: Янтарный шкура x4, Сухой лист x2, Охотничий манускрипт #24 x1
[235] Тотемный свиток: Свиток мастерства -> Свиток мастерства x1 | Станция: scribe | Уровень: 8 | Нужно: Буревой нить x2, Тонкий слиток x1, Кузнечный кодекс #25 x1
[236] Тотемный свиток: Печать ремесла -> Печать ремесла x1 | Станция: scribe | Уровень: 9 | Нужно: Дикяя пыль x3, Шероховатый клык x2, Алхимический рецепт #26 x1
[237] Тотемный свиток: Грамота воровства -> Грамота воровства x1 | Станция: scribe | Уровень: 9 | Нужно: Сырой камень x4, Чистый кристалл x1, Лунный свиток рецепта #27 x1
[238] Тотемный свиток: Хартия шпионажа -> Хартия шпионажа x1 | Станция: scribe | Уровень: 9 | Нужно: Крепкий корень x2, Лунная пластина x2, Буревой чертёж #28 x1
[239] Тотемный свиток: Знак обмена -> Знак обмена x1 | Станция: scribe | Уровень: 9 | Нужно: Сухой лист x3, Янтарный шкура x1, Тотемный манускрипт #29 x1
[240] Тотемный свиток: Руна перерождения -> Руна перерождения x1 | Станция: scribe | Уровень: 9 | Нужно: Тонкий слиток x4, Буревой нить x2, Тайный кодекс #30 x1
[241] Тотемный свиток: Свиток силы -> Свиток силы x1 | Станция: scribe | Уровень: 10 | Нужно: Шероховатый клык x2, Дикяя пыль x1, Черновой рецепт #31 x1
[242] Тотемный свиток: Печать скорости -> Печать скорости x1 | Станция: scribe | Уровень: 10 | Нужно: Чистый кристалл x3, Сырой камень x2, Редкий свиток рецепта #32 x1
[243] Тотемный свиток: Грамота защиты -> Грамота защиты x1 | Станция: scribe | Уровень: 10 | Нужно: Лунная пластина x4, Крепкий корень x1, Старинный чертёж #33 x1
[244] Тотемный свиток: Хартия удачи -> Хартия удачи x1 | Станция: scribe | Уровень: 10 | Нужно: Янтарный шкура x2, Сухой лист x2, Охотничий манускрипт #34 x1
[245] Тотемный свиток: Знак мастерства -> Знак мастерства x1 | Станция: scribe | Уровень: 10 | Нужно: Буревой нить x3, Тонкий слиток x1, Кузнечный кодекс #35 x1
[246] Тотемный свиток: Руна ремесла -> Руна ремесла x1 | Станция: scribe | Уровень: 11 | Нужно: Дикяя пыль x4, Шероховатый клык x2, Алхимический рецепт #36 x1
[247] Тотемный свиток: Свиток воровства -> Свиток воровства x1 | Станция: scribe | Уровень: 11 | Нужно: Сырой камень x2, Чистый кристалл x1, Лунный свиток рецепта #37 x1
[248] Тотемный свиток: Печать шпионажа -> Печать шпионажа x1 | Станция: scribe | Уровень: 11 | Нужно: Крепкий корень x3, Лунная пластина x2, Буревой чертёж #38 x1
[249] Тотемный свиток: Грамота обмена -> Грамота обмена x1 | Станция: scribe | Уровень: 11 | Нужно: Сухой лист x4, Янтарный шкура x1, Тотемный манускрипт #39 x1
[250] Тотемный свиток: Хартия перерождения -> Хартия перерождения x1 | Станция: scribe | Уровень: 11 | Нужно: Тонкий слиток x2, Буревой нить x2, Тайный кодекс #40 x1
[251] Тотемный свиток: Знак силы -> Знак силы x1 | Станция: scribe | Уровень: 12 | Нужно: Шероховатый клык x3, Дикяя пыль x1, Черновой рецепт #41 x1
[252] Тотемный свиток: Руна скорости -> Руна скорости x1 | Станция: scribe | Уровень: 12 | Нужно: Чистый кристалл x4, Сырой камень x2, Редкий свиток рецепта #42 x1
[253] Тотемный свиток: Свиток защиты -> Свиток защиты x1 | Станция: scribe | Уровень: 12 | Нужно: Лунная пластина x2, Крепкий корень x1, Старинный чертёж #43 x1
[254] Тотемный свиток: Печать удачи -> Печать удачи x1 | Станция: scribe | Уровень: 12 | Нужно: Янтарный шкура x3, Сухой лист x2, Охотничий манускрипт #44 x1
[255] Тотемный свиток: Грамота мастерства -> Грамота мастерства x1 | Станция: scribe | Уровень: 12 | Нужно: Буревой нить x4, Тонкий слиток x1, Кузнечный кодекс #45 x1
[256] Тотемный свиток: Хартия ремесла -> Хартия ремесла x1 | Станция: scribe | Уровень: 13 | Нужно: Дикяя пыль x2, Шероховатый клык x2, Алхимический рецепт #46 x1
[257] Тотемный свиток: Знак воровства -> Знак воровства x1 | Станция: scribe | Уровень: 13 | Нужно: Сырой камень x3, Чистый кристалл x1, Лунный свиток рецепта #47 x1
[258] Тотемный свиток: Руна шпионажа -> Руна шпионажа x1 | Станция: scribe | Уровень: 13 | Нужно: Крепкий корень x4, Лунная пластина x2, Буревой чертёж #48 x1
[259] Тотемный свиток: Свиток обмена -> Свиток обмена x1 | Станция: scribe | Уровень: 13 | Нужно: Сухой лист x2, Янтарный шкура x1, Тотемный манускрипт #49 x1
[260] Тотемный свиток: Печать перерождения -> Печать перерождения x1 | Станция: scribe | Уровень: 13 | Нужно: Тонкий слиток x3, Буревой нить x2, Тайный кодекс #50 x1
[261] Тотемный свиток: Грамота силы -> Грамота силы x1 | Станция: scribe | Уровень: 14 | Нужно: Шероховатый клык x4, Дикяя пыль x1, Черновой рецепт #51 x1
[262] Тотемный свиток: Хартия скорости -> Хартия скорости x1 | Станция: scribe | Уровень: 14 | Нужно: Чистый кристалл x2, Сырой камень x2, Редкий свиток рецепта #52 x1
[263] Тотемный свиток: Знак защиты -> Знак защиты x1 | Станция: scribe | Уровень: 14 | Нужно: Лунная пластина x3, Крепкий корень x1, Старинный чертёж #53 x1
[264] Тотемный свиток: Руна удачи -> Руна удачи x1 | Станция: scribe | Уровень: 14 | Нужно: Янтарный шкура x4, Сухой лист x2, Охотничий манускрипт #54 x1
[265] Тотемный свиток: Свиток мастерства -> Свиток мастерства x1 | Станция: scribe | Уровень: 14 | Нужно: Буревой нить x2, Тонкий слиток x1, Кузнечный кодекс #55 x1
[266] Тотемный свиток: Печать ремесла -> Печать ремесла x1 | Станция: scribe | Уровень: 15 | Нужно: Дикяя пыль x3, Шероховатый клык x2, Алхимический рецепт #56 x1
[267] Тотемный свиток: Грамота воровства -> Грамота воровства x1 | Станция: scribe | Уровень: 15 | Нужно: Сырой камень x4, Чистый кристалл x1, Лунный свиток рецепта #57 x1
[268] Тотемный свиток: Хартия шпионажа -> Хартия шпионажа x1 | Станция: scribe | Уровень: 15 | Нужно: Крепкий корень x2, Лунная пластина x2, Буревой чертёж #58 x1
[269] Тотемный свиток: Знак обмена -> Знак обмена x1 | Станция: scribe | Уровень: 15 | Нужно: Сухой лист x3, Янтарный шкура x1, Тотемный манускрипт #59 x1
[270] Тотемный свиток: Руна перерождения -> Руна перерождения x1 | Станция: scribe | Уровень: 15 | Нужно: Тонкий слиток x4, Буревой нить x2, Тайный кодекс #60 x1
[271] Тотемный свиток: Печать натиска №1 -> Печать натиска №1 x1 | Станция: scribe | Уровень: 16 | Нужно: Шероховатый клык x2, Дикяя пыль x1, Полевой чертёж №1 x1
[272] Тотемный свиток: Свиток удачи №2 -> Свиток удачи №2 x1 | Станция: scribe | Уровень: 16 | Нужно: Чистый кристалл x3, Сырой камень x2, Туманный план №2 x1
[273] Тотемный свиток: Руна обмена №3 -> Руна обмена №3 x1 | Станция: scribe | Уровень: 16 | Нужно: Лунная пластина x4, Крепкий корень x1, Старинный чертёж №3 x1
[274] Тотемный свиток: Грамота охоты №4 -> Грамота охоты №4 x1 | Станция: scribe | Уровень: 16 | Нужно: Янтарный шкура x2, Сухой лист x2, Кузнечный план №4 x1
[275] Тотемный свиток: Кодекс дороги №5 -> Кодекс дороги №5 x1 | Станция: scribe | Уровень: 16 | Нужно: Буревой нить x3, Тонкий слиток x1, Алхимический чертёж №5 x1
[276] Тотемный свиток: Знамение натиска №6 -> Знамение натиска №6 x1 | Станция: scribe | Уровень: 17 | Нужно: Дикяя пыль x4, Шероховатый клык x2, Договорной план №6 x1
[277] Тотемный свиток: Хартия удачи №7 -> Хартия удачи №7 x1 | Станция: scribe | Уровень: 17 | Нужно: Сырой камень x2, Чистый кристалл x1, Императорский чертёж №7 x1
[278] Тотемный свиток: Память обмена №8 -> Память обмена №8 x1 | Станция: scribe | Уровень: 17 | Нужно: Крепкий корень x3, Лунная пластина x2, Архивный план №8 x1
[279] Тотемный свиток: Печать стаи охоты №9 -> Печать стаи охоты №9 x1 | Станция: scribe | Уровень: 17 | Нужно: Сухой лист x4, Янтарный шкура x1, Запретный чертёж №9 x1
[280] Тотемный свиток: Складка дороги №10 -> Складка дороги №10 x1 | Станция: scribe | Уровень: 17 | Нужно: Тонкий слиток x2, Буревой нить x2, Звёздный план №10 x1
[281] Кузница стаи: Ветка -> Ветка x1 | Станция: forge | Уровень: 1 | Нужно: Вода x4, Камень x1
[282] Кузница стаи: Камень -> Камень x1 | Станция: forge | Уровень: 1 | Нужно: Ветка x4, Верёвка x1
[283] Кузница стаи: Верёвка -> Верёвка x1 | Станция: forge | Уровень: 1 | Нужно: Камень x4, Гриб x1
[284] Кузница стаи: Гриб -> Гриб x1 | Станция: forge | Уровень: 1 | Нужно: Верёвка x4, Малина x1
[285] Кузница стаи: Малина -> Малина x1 | Станция: forge | Уровень: 2 | Нужно: Гриб x4, Трава x1
[286] Кузница стаи: Трава -> Трава x1 | Станция: forge | Уровень: 2 | Нужно: Малина x4, Сырой камень x1
[287] Кузница стаи: Сырой камень -> Сырой камень x1 | Станция: forge | Уровень: 2 | Нужно: Трава x4, Крепкий корень x1
[288] Кузница стаи: Крепкий корень -> Крепкий корень x1 | Станция: forge | Уровень: 2 | Нужно: Сырой камень x4, Сухой лист x1
[289] Кузница стаи: Сухой лист -> Сухой лист x1 | Станция: forge | Уровень: 3 | Нужно: Крепкий корень x4, Тонкий слиток x1
[290] Кузница стаи: Тонкий слиток -> Тонкий слиток x1 | Станция: forge | Уровень: 3 | Нужно: Сухой лист x4, Шероховатый клык x1
[291] Кузница стаи: Шероховатый клык -> Шероховатый клык x1 | Станция: forge | Уровень: 3 | Нужно: Тонкий слиток x4, Чистый кристалл x1
[292] Кузница стаи: Чистый кристалл -> Чистый кристалл x1 | Станция: forge | Уровень: 3 | Нужно: Шероховатый клык x4, Лунная пластина x1
[293] Кузница стаи: Лунная пластина -> Лунная пластина x1 | Станция: forge | Уровень: 4 | Нужно: Чистый кристалл x4, Янтарный шкура x1
[294] Кузница стаи: Янтарный шкура -> Янтарный шкура x1 | Станция: forge | Уровень: 4 | Нужно: Лунная пластина x4, Буревой нить x1
[295] Кузница стаи: Буревой нить -> Буревой нить x1 | Станция: forge | Уровень: 4 | Нужно: Янтарный шкура x4, Дикяя пыль x1
[296] Кузница стаи: Дикяя пыль -> Дикяя пыль x1 | Станция: forge | Уровень: 4 | Нужно: Буревой нить x4, Сырой камень x1
[297] Кузница стаи: Сырой камень -> Сырой камень x1 | Станция: forge | Уровень: 5 | Нужно: Дикяя пыль x4, Крепкий корень x1
[298] Кузница стаи: Крепкий корень -> Крепкий корень x1 | Станция: forge | Уровень: 5 | Нужно: Сырой камень x4, Полярный осколок №1 x1
[299] Кузница стаи: Полярный осколок №1 -> Полярный осколок №1 x1 | Станция: forge | Уровень: 5 | Нужно: Крепкий корень x4, Дикий волокно №2 x1
[300] Кузница стаи: Дикий волокно №2 -> Дикий волокно №2 x1 | Станция: forge | Уровень: 5 | Нужно: Полярный осколок №1 x4, Сумеречный панцирь №3 x1
[301] Кузница стаи: Сумеречный панцирь №3 -> Сумеречный панцирь №3 x1 | Станция: forge | Уровень: 6 | Нужно: Дикий волокно №2 x4, Солнечный корень №4 x1
[302] Кузница стаи: Солнечный корень №4 -> Солнечный корень №4 x1 | Станция: forge | Уровень: 6 | Нужно: Сумеречный панцирь №3 x4, Буревая пластина №5 x1
[303] Кузница стаи: Буревая пластина №5 -> Буревая пластина №5 x1 | Станция: forge | Уровень: 6 | Нужно: Солнечный корень №4 x4, Шахтёрский осколок №6 x1
[304] Кузница стаи: Шахтёрский осколок №6 -> Шахтёрский осколок №6 x1 | Станция: forge | Уровень: 6 | Нужно: Буревая пластина №5 x4, Тотемный волокно №7 x1
[305] Кузница стаи: Тотемный волокно №7 -> Тотемный волокно №7 x1 | Станция: forge | Уровень: 7 | Нужно: Шахтёрский осколок №6 x4, Глубинный панцирь №8 x1
[306] Кузница стаи: Глубинный панцирь №8 -> Глубинный панцирь №8 x1 | Станция: forge | Уровень: 7 | Нужно: Тотемный волокно №7 x4, Ритуальный корень №9 x1
[307] Кузница стаи: Ритуальный корень №9 -> Ритуальный корень №9 x1 | Станция: forge | Уровень: 7 | Нужно: Глубинный панцирь №8 x4, Кристальная пластина №10 x1
[308] Кузница стаи: Кристальная пластина №10 -> Кристальная пластина №10 x1 | Станция: forge | Уровень: 7 | Нужно: Ритуальный корень №9 x4, Полярный осколок №11 x1
[309] Кузница стаи: Полярный осколок №11 -> Полярный осколок №11 x1 | Станция: forge | Уровень: 8 | Нужно: Кристальная пластина №10 x4, Дикий волокно №12 x1
[310] Кузница стаи: Дикий волокно №12 -> Дикий волокно №12 x1 | Станция: forge | Уровень: 8 | Нужно: Полярный осколок №11 x4, Сумеречный панцирь №13 x1
[311] Кузница стаи: Сумеречный панцирь №13 -> Сумеречный панцирь №13 x1 | Станция: forge | Уровень: 8 | Нужно: Дикий волокно №12 x4, Солнечный корень №14 x1
[312] Кузница стаи: Солнечный корень №14 -> Солнечный корень №14 x1 | Станция: forge | Уровень: 8 | Нужно: Сумеречный панцирь №13 x4, Буревая пластина №15 x1
[313] Кузница стаи: Буревая пластина №15 -> Буревая пластина №15 x1 | Станция: forge | Уровень: 9 | Нужно: Солнечный корень №14 x4, Шахтёрский осколок №16 x1
[314] Кузница стаи: Шахтёрский осколок №16 -> Шахтёрский осколок №16 x1 | Станция: forge | Уровень: 9 | Нужно: Буревая пластина №15 x4, Тотемный волокно №17 x1
[315] Кузница стаи: Тотемный волокно №17 -> Тотемный волокно №17 x1 | Станция: forge | Уровень: 9 | Нужно: Шахтёрский осколок №16 x4, Перо x1
[316] Кузница стаи: Перо -> Перо x1 | Станция: forge | Уровень: 9 | Нужно: Тотемный волокно №17 x4, Кость x1
[317] Кузница стаи: Кость -> Кость x1 | Станция: forge | Уровень: 10 | Нужно: Перо x4, Кожа x1
[318] Кузница стаи: Кожа -> Кожа x1 | Станция: forge | Уровень: 10 | Нужно: Кость x4, Железная руда x1
[319] Кузница стаи: Железная руда -> Железная руда x1 | Станция: forge | Уровень: 10 | Нужно: Кожа x4, Сухой лист x1
[320] Кузница стаи: Сухой лист -> Сухой лист x1 | Станция: forge | Уровень: 10 | Нужно: Железная руда x4, Тонкий слиток x1
[321] Кузница стаи: Тонкий слиток -> Тонкий слиток x1 | Станция: forge | Уровень: 11 | Нужно: Сухой лист x4, Шероховатый клык x1
[322] Кузница стаи: Шероховатый клык -> Шероховатый клык x1 | Станция: forge | Уровень: 11 | Нужно: Тонкий слиток x4, Чистый кристалл x1
[323] Кузница стаи: Чистый кристалл -> Чистый кристалл x1 | Станция: forge | Уровень: 11 | Нужно: Шероховатый клык x4, Лунная пластина x1
[324] Кузница стаи: Лунная пластина -> Лунная пластина x1 | Станция: forge | Уровень: 11 | Нужно: Чистый кристалл x4, Янтарный шкура x1
[325] Кузница стаи: Янтарный шкура -> Янтарный шкура x1 | Станция: forge | Уровень: 12 | Нужно: Лунная пластина x4, Буревой нить x1
[326] Кузница стаи: Буревой нить -> Буревой нить x1 | Станция: forge | Уровень: 12 | Нужно: Янтарный шкура x4, Дикяя пыль x1
[327] Кузница стаи: Дикяя пыль -> Дикяя пыль x1 | Станция: forge | Уровень: 12 | Нужно: Буревой нить x4, Сырой камень x1
[328] Кузница стаи: Сырой камень -> Сырой камень x1 | Станция: forge | Уровень: 12 | Нужно: Дикяя пыль x4, Крепкий корень x1
[329] Кузница стаи: Крепкий корень -> Крепкий корень x1 | Станция: forge | Уровень: 13 | Нужно: Сырой камень x4, Сухой лист x1
[330] Кузница стаи: Сухой лист -> Сухой лист x1 | Станция: forge | Уровень: 13 | Нужно: Крепкий корень x4, Тонкий слиток x1
[331] Кузница стаи: Тонкий слиток -> Тонкий слиток x1 | Станция: forge | Уровень: 13 | Нужно: Сухой лист x4, Глубинный панцирь №18 x1
[332] Кузница стаи: Глубинный панцирь №18 -> Глубинный панцирь №18 x1 | Станция: forge | Уровень: 13 | Нужно: Тонкий слиток x4, Ритуальный корень №19 x1
[333] Кузница стаи: Ритуальный корень №19 -> Ритуальный корень №19 x1 | Станция: forge | Уровень: 14 | Нужно: Глубинный панцирь №18 x4, Кристальная пластина №20 x1
[334] Кузница стаи: Кристальная пластина №20 -> Кристальная пластина №20 x1 | Станция: forge | Уровень: 14 | Нужно: Ритуальный корень №19 x4, Полярный осколок №21 x1
[335] Кузница стаи: Полярный осколок №21 -> Полярный осколок №21 x1 | Станция: forge | Уровень: 14 | Нужно: Кристальная пластина №20 x4, Дикий волокно №22 x1
